System,Matcher,P,R,F,Gold mentions,Comments
TagMe2,entity_link_match,68.8,62.7,65.6,n
Pilz,entity_link_match,?,?,82.16,y,Sequential order taken into account
TagMe2,weak_mention_match,72.1,77.3,74.6,n
TagMe2,weak_link_match,61.4,55.5,58.3,n
TagMe2,strong_link_match,62.1,52.1,56.7,n
AIDA,strong_link_match,81.82,?,?,y
KORE-MW,strong_link_match,82.31,?,?,y
